strategy_id,symbol,timeframe,stage_reached,status,error,counts_as_attempt,tradable,tradability_judged,spread_atr_ratio,spread_stop_share,tradability_reason,gate_passed,gate_signals,gate_best_net_points,gate_best_p_value,gate_verdict,expected_ambiguous_share,ambiguity_flag,run_id,bars,trades,net_pnl,final_equity,sharpe_per_trade,sharpe_annualized,mean_r,win_rate,max_drawdown_pct,p_value,ambiguous_share,band_money,signals,gate_rejected,gate_rejected_share,structural_rejected_share,discretionary_rejected_share,equity_rejected_share,gates_materially_altered,top_gate,top_gate_share,gate_warnings,spread_charged_median,spread_zero_share,spread_trustworthy,spread_measured_share,spread_assumed_bars,relaxed_trades,relaxed_net_pnl,relaxed_sharpe_per_trade,relaxed_verdict,permutation_p_value,permutation_kind,permutation_iterations
bollinger-mean-reversion,AUDUSD.r,H1,permutation,ok,,True,True,True,0.029514020877138194,0.014757010438569097,"spread is 3.0% of one ATR (3 of 102 points), 1.5% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,401.0,83.95255242270217,0.06028178095611825,"PASSES on 1 of 15 combinations. Best: both at 120 bars, net +83.90 pt (p=0.0173). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.05351170568561872,False,6115e8666a8903bb,6217.0,341.0,18.098853375886474,118.09885337588655,0.035143680858910974,0.7025492500476992,0.028356029284858395,0.6862170087976539,0.3653982901538917,0.5167960582258093,0.005865102639296188,5.340611307112553,401.0,60.0,0.14962593516209477,0.14962593516209477,0.0,0.0,False,position_open,0.14962593516209477,[],3.0,0.0,True,0.6707415152002574,2047.0,,,,,0.18407960199004975,random_entries,200.0
bollinger-mean-reversion,USDJPY.r,H1,permutation,ok,,True,True,True,0.012680335786393626,0.006340167893196813,"spread is 1.3% of one ATR (3 of 237 points), 0.6% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,369.0,224.8228637034601,0.03720567486341997,"PASSES on 1 of 15 combinations. Best: short at 120 bars, net +224.82 pt (p=0.0372). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.045556051808843236,False,644ac78be37179b1,6217.0,316.0,22.113904164377452,122.11390416437727,0.03413827674481753,0.7928150341179824,-0.005066007136744777,0.6645569620253164,0.2134315843895917,0.5443840973063541,0.0189873417721519,22.65197924747688,369.0,53.0,0.14363143631436315,0.14363143631436315,0.0,0.0,False,position_open,0.14363143631436315,[],3.0,0.0,True,0.6702589673475953,2050.0,,,,,0.19402985074626866,random_entries,200.0
ma-crossover,USDJPY.r,M15,permutation,ok,,True,True,True,0.026588597351210812,0.013294298675605406,"spread is 2.7% of one ATR (3 of 113 points), 1.3% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,145.0,274.02100566737636,0.004995070587092254,"PASSES on 4 of 15 combinations. Best: short at 120 bars, net +274.02 pt (p=0.0050). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.02355316285329744,False,269d0b903757b761,24862.0,143.0,9.753458383490697,109.75345838349071,0.03159995121962719,0.464014971969363,0.035477177532416505,0.34965034965034963,0.33688667388409255,0.7060836553149485,0.006993006993006993,2.2470165600290244,145.0,2.0,0.013793103448275862,0.013793103448275862,0.0,0.0,False,position_open,0.013793103448275862,[],3.0,0.0,True,0.6702196122596734,8199.0,,,,,0.31840796019900497,random_entries,200.0
rsi-mean-reversion,EURUSD.r,M5,permutation,ok,,True,True,True,0.027474659058689503,0.013737329529344752,"spread is 2.7% of one ATR (1 of 36 points), 1.4% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,2003.0,14.317080868573857,0.016822660531983225,"PASSES on 3 of 15 combinations. Best: long at 30 bars, net +14.32 pt (p=0.0168). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.0600398820877406,False,59994cdd529fd916,74572.0,1651.0,32.26008002685673,132.26008002685668,0.03129091924434099,1.266963374395039,0.0204483968129378,0.6807995154451847,0.17600126468012542,0.2037555282429402,0.0036341611144760752,11.785676142943984,2003.0,352.0,0.17573639540688968,0.17573639540688968,0.0,0.0,False,position_open,0.17573639540688968,[],1.0,0.0,True,0.6703320281070643,24584.0,,,,,0.01990049751243781,random_entries,200.0
ma-crossover,XBRUSD,H1,permutation,ok,,True,True,True,0.09835577978039388,0.04917788989019694,"spread is 9.8% of one ATR (30 of 305 points), 4.9% of a 2x ATR stop. The spread was measured from 2025-02-14, after this series begins (2025-01-02): for the earlier bars it is an assumption, not a measurement",True,32.0,845.1309166040554,0.07858292877373163,"PASSES on 2 of 15 combinations. Best: both at 15 bars, net +357.69 pt (p=0.0260). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.02868852459016393,False,06ff05e904c24b7c,5384.0,32.0,7.902244066623641,107.9022440666236,0.02574260512783038,0.4050042059054338,0.13881515155833912,0.40625,0.39734599193975517,0.8851624364105801,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,False,,,[],30.0,0.0,True,0.8776002971768202,659.0,,,,,0.20398009950248755,random_entries,200.0
rsi-mean-reversion,USDCAD.r,H1,permutation,ok,,True,True,True,0.039514386483911625,0.019757193241955812,"spread is 4.0% of one ATR (5 of 127 points), 2.0% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,177.0,178.02189236965245,0.023057978256835643,"PASSES on 2 of 15 combinations. Best: long at 120 bars, net +178.02 pt (p=0.0231). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.06674020959735245,False,6bab447f7aa68c28,6217.0,136.0,3.447991076877827,103.44799107687786,0.017588044125987044,0.29327224266016083,-0.0291148849516807,0.6397058823529411,0.16185726542244663,0.8377950640751584,0.014705882352941176,7.095109060871639,177.0,41.0,0.23163841807909605,0.23163841807909605,0.0,0.0,True,position_open,0.23163841807909605,"['signal while already in a position rejected 41 of 177 signals (23%): above 20%, this gate is selecting the trades rather than trimming the tail']",5.0,0.0,True,0.6704198166318159,2049.0,,,,"23% of the signals were rejected, 23% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.3333333333333333,random_entries,200.0
rsi-mean-reversion,EURUSD.r,M15,permutation,ok,,True,True,True,0.014945622219214697,0.007472811109607349,"spread is 1.5% of one ATR (1 of 67 points), 0.7% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,692.0,21.05784076287805,0.04968441314116867,"PASSES on 2 of 15 combinations. Best: long at 5 bars, net +14.36 pt (p=0.0431). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.05896837739761535,False,8b44e8f4b55c2af0,24862.0,561.0,9.134640559380923,109.13464055938091,0.015182723756096956,0.4792549595014119,0.017205250929030014,0.6773618538324421,0.15722921699104225,0.7192747661401167,0.0071301247771836,7.572995666933032,692.0,131.0,0.1893063583815029,0.1893063583815029,0.0,0.0,False,position_open,0.1893063583815029,[],1.0,0.0,True,0.6702598342852546,8198.0,,,,,0.2736318407960199,random_entries,200.0
ema-trend-filter,USDCAD.r,H1,permutation,ok,,True,True,True,0.039514386483911625,0.019757193241955812,"spread is 4.0% of one ATR (5 of 127 points), 2.0% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,239.0,117.18929059361282,0.046521453539922764,"PASSES on 1 of 15 combinations. Best: short at 60 bars, net +117.19 pt (p=0.0465). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.043478260869565216,False,0ac331955e859df4,6217.0,79.0,4.146849368070063,104.14684936807005,0.01468044014636181,0.2833507215933176,-0.008565467287940998,0.34177215189873417,0.24283506894829987,0.8965205512502741,0.0,0.0,239.0,160.0,0.6694560669456067,0.6694560669456067,0.0,0.0,True,position_open,0.6694560669456067,"['signal while already in a position rejected 160 of 239 signals (67%): above 20%, this gate is selecting the trades rather than trimming the tail']",5.0,0.0,True,0.6704198166318159,2049.0,,,,"67% of the signals were rejected, 67% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.32338308457711445,random_entries,200.0
ema-trend-filter,EURUSD.r,M5,permutation,ok,,True,True,True,0.027474659058689503,0.013737329529344752,"spread is 2.7% of one ATR (1 of 36 points), 1.4% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,3255.0,16.72834302129809,0.005680084366532445,"PASSES on 3 of 15 combinations. Best: short at 30 bars, net +15.98 pt (p=0.0003). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.03615960099750623,False,569f863356bc8221,74572.0,931.0,11.538970083424841,111.53897008342496,0.01018307726844381,0.4764168722722825,0.02776979753684332,0.3394199785177229,0.2484817536787149,0.7560914518316035,0.0021482277121374865,7.889243236983097,3255.0,2324.0,0.7139784946236559,0.7139784946236559,0.0,0.0,True,position_open,0.7139784946236559,"['signal while already in a position rejected 2324 of 3255 signals (71%): above 20%, this gate is selecting the trades rather than trimming the tail']",1.0,0.0,True,0.6703320281070643,24584.0,,,,"71% of the signals were rejected, 71% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.15422885572139303,random_entries,200.0
bollinger-mean-reversion,EURUSD.r,M15,permutation,ok,,True,True,True,0.014945622219214697,0.007472811109607349,"spread is 1.5% of one ATR (1 of 67 points), 0.7% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,1589.0,22.865738572054028,0.0734830727480289,"PASSES on 2 of 15 combinations. Best: both at 15 bars, net +12.06 pt (p=0.0234). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.06493506493506493,False,ba5d8a694c535c1f,24862.0,1317.0,11.309469597550915,111.30946959755063,0.008602890088763714,0.48729892100906036,0.004513897889060551,0.6689445709946849,0.20944175047672572,0.7549356074614613,0.00683371298405467,17.244550735141914,1589.0,272.0,0.17117684078036502,0.17117684078036502,0.0,0.0,False,position_open,0.17117684078036502,[],1.0,0.0,True,0.6702598342852546,8198.0,,,,,0.21393034825870647,random_entries,200.0
bollinger-breakout,USDJPY.r,M15,permutation,ok,,True,True,True,0.026588597351210812,0.013294298675605406,"spread is 2.7% of one ATR (3 of 113 points), 1.3% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,1541.0,35.079447121756715,0.0959407855550708,"PASSES on 2 of 15 combinations. Best: long at 15 bars, net +29.29 pt (p=0.0173). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.024448419797257006,False,4978afd0534f34b4,24862.0,770.0,12.439480027631166,112.4394800276311,0.0077430721956736155,0.6263785938484892,0.0419163093224312,0.35064935064935066,0.7159895633941924,0.8299322420957671,0.0025974025974025974,5.722786194108359,1541.0,771.0,0.500324464633355,0.500324464633355,0.0,0.0,True,position_open,0.500324464633355,"['signal while already in a position rejected 771 of 1541 signals (50%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.6702196122596734,8199.0,,,,"50% of the signals were rejected, 50% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.2736318407960199,random_entries,200.0
bollinger-breakout,GBPUSD.r,H1,permutation,ok,,True,True,True,0.01833031074831257,0.009165155374156285,"spread is 1.8% of one ATR (3 of 164 points), 0.9% of a 2x ATR stop. The spread was measured from 2025-04-30, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,405.0,75.58766790775721,0.044858208789362974,"PASSES on 1 of 15 combinations. Best: long at 30 bars, net +75.59 pt (p=0.0449). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.015113350125944584,False,98c36ae8d9e1ff9b,6217.0,204.0,6.474265301240274,106.4742653012402,0.007067076582478303,0.4190216002654324,0.030271534939893433,0.3480392156862745,0.524071451676916,0.9196992657992755,0.0,0.0,405.0,201.0,0.4962962962962963,0.4962962962962963,0.0,0.0,True,position_open,0.4962962962962963,"['signal while already in a position rejected 201 of 405 signals (50%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.6717066109055815,2041.0,,,,"50% of the signals were rejected, 50% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.44776119402985076,random_entries,200.0
donchian-breakout,USDJPY.r,H1,permutation,ok,,True,True,True,0.012680335786393626,0.006340167893196813,"spread is 1.3% of one ATR (3 of 237 points), 0.6% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,486.0,57.87137661686228,0.10316875383927115,"PASSES on 1 of 15 combinations. Best: long at 5 bars, net +47.02 pt (p=0.0279). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.017031630170316305,False,a1bc6ea24494bf9d,6217.0,219.0,5.324146556104637,105.32414655610461,0.0058682640999524905,0.7071723599078013,0.05719644958437744,0.3561643835616438,0.8080757600144494,0.9308765148324603,0.0,0.0,486.0,267.0,0.5493827160493827,0.5493827160493827,0.0,0.0,True,position_open,0.5493827160493827,"['signal while already in a position rejected 267 of 486 signals (55%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.6702589673475953,2050.0,,,,"55% of the signals were rejected, 55% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.3383084577114428,random_entries,200.0
bollinger-mean-reversion,EURUSD.r,M5,permutation,ok,,True,True,True,0.027474659058689503,0.013737329529344752,"spread is 2.7% of one ATR (1 of 36 points), 1.4% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,4422.0,10.652795213161095,0.029838899972115307,"PASSES on 5 of 15 combinations. Best: long at 15 bars, net +7.49 pt (p=0.0102). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.0682339874120696,False,63844c44b16fec12,74572.0,3802.0,6.6360825117472775,106.63608251174699,0.0030686747460662144,0.36009279578032133,-0.00511780310131056,0.6620199894792215,0.2843414413811779,0.8499339520246485,0.003682272488164124,17.9640354110932,4422.0,620.0,0.14020805065581185,0.14020805065581185,0.0,0.0,False,position_open,0.14020805065581185,[],1.0,0.0,True,0.6703320281070643,24584.0,,,,,0.13432835820895522,random_entries,200.0
bollinger-mean-reversion,EURUSD.r,H1,permutation,ok,,True,True,True,0.007084351436781753,0.0035421757183908766,"spread is 0.7% of one ATR (1 of 141 points), 0.4% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,388.0,151.93884418217624,0.03528799236516411,"PASSES on 2 of 15 combinations. Best: both at 120 bars, net +135.68 pt (p=0.0125). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.0697350069735007,False,ec67599c5234a069,6217.0,340.0,0.09533877531758961,100.09533877531764,0.00014008299625415405,0.16613294952314858,-0.011902864164867051,0.6588235294117647,0.2783887975260418,0.9979405835268791,0.014705882352941176,17.204504975856583,388.0,48.0,0.12371134020618557,0.12371134020618557,0.0,0.0,False,position_open,0.12371134020618557,[],1.0,0.0,True,0.6702589673475953,2050.0,,,,,0.46766169154228854,random_entries,200.0
rsi-mean-reversion,AUDUSD.r,M5,backtest,negative net PnL: nothing to attack with a null,,True,True,True,0.11277434641895488,0.05638717320947744,"spread is 11.3% of one ATR (3 of 27 points), 5.6% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2025-01-01): for the earlier bars it is an assumption, not a measurement",True,1860.0,14.056250285118747,0.00716737332829287,"PASSES on 7 of 15 combinations. Best: both at 15 bars, net +7.17 pt (p=0.0013). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.05429623386417069,False,2d9cf48546fc838a,74576.0,1552.0,-0.6907643239812966,99.30923567601894,-0.001036576268674928,0.06280442106617541,0.010036851538877544,0.6720360824742269,0.20896039999344124,0.9674316010303885,0.007087628865979381,8.855278825020672,1860.0,308.0,0.16559139784946236,0.16559139784946236,0.0,0.0,False,position_open,0.16559139784946236,[],3.0,0.0,True,0.6707117571336623,24557.0,,,,,,,
